Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
ADANIENT,1.0,0.8458064596282272,0.5948066707133435,-0.18647884466093245,0.5370482147197121,0.634550753331499,0.0801126221968504,-0.4373087548192716,0.5976344926985587,0.4822981319322696,0.7595871081140046,0.44727420290475045,0.6547694370054832,0.7621596921916644,0.5688550753295282,0.48059615805817063,0.5074928275039853,0.4408688645773887,0.04573227368375073,-0.12985153484457507,0.7228603819141262,0.5385127277834093,-0.02399132308387946,0.4963290230604022,0.14129111498615243,0.3332415225882299,0.011337919074455804,0.5006417648818479,0.1023112588081328,0.8111180741500107,0.4588021149726256,0.5767689418147347,0.4847274915337341,0.6845525984649159,0.7051512882674956,0.6620560055644071,0.8489278671265768,0.3790758475204993,0.6998647770666341,0.4694278178735845,0.5552060527098124,0.7832986069790786,0.7839649582833813,0.732032711370657,0.6013748438683383,0.3061883592353386,0.4571179973603689,0.43679027771764173,0.5904620705460282,0.6097739910870342
ADANIPORTS,0.8458064596282272,1.0,0.8150854524922282,-0.2465197504762785,0.7702069608401569,0.8877179967624231,0.21508548075248585,-0.4861277803165648,0.9003771041460732,0.8199704773749252,0.9410678490782768,0.7293830687509805,0.8939696441711733,0.9588401223463892,0.8332518239853485,0.8091431925605871,0.8594286475832318,0.6288886163486811,0.3160199287725015,0.16977005087356914,0.9271672554172784,0.8040264353346854,0.23891256968336938,0.8319205961236251,-0.19563512343073827,0.604506540122393,0.33437198977433563,0.7677507799535565,0.10002673913742773,0.8548557174619252,0.8029665019931403,0.7835462041180131,0.3576429156182538,0.9279439862802641,0.9329678142802943,0.9426155087233016,0.8997935097255916,0.6817089191883016,0.9252606663029468,0.7939968111416935,0.8332576919631237,0.8230572785580701,0.9165225499671582,0.8342552713977388,0.8174824402130634,0.659344435606107,0.2151623981744174,0.7793583480569781,0.8555209348199408,0.7988041240711219
APOLLOHOSP,0.5948066707133435,0.8150854524922282,1.0,-0.15787209230086965,0.6073921786517399,0.8937532995257986,0.5091495667181797,-0.41089176128837096,0.7521385738847534,0.8655251041850812,0.8726835386719105,0.7618796921171633,0.8955055959454995,0.8000671157712274,0.8572177565467874,0.7204222158202189,0.8073654457618804,0.9126445748345052,0.4292883999013736,0.48368944949026627,0.8130798084505919,0.7215007819635237,0.38817311016089434,0.853108332428153,-0.44742545699775993,0.8431843255969421,0.5304592733613418,0.8001061772877035,0.23473359973329858,0.7126291241937263,0.7586097812847473,0.5638280917303661,0.16714107749755144,0.9010427147162114,0.7955431027645579,0.8309339088305266,0.6453859262206428,0.8172978740710024,0.7398849609444057,0.900181695521596,0.9480260102116248,0.6688991120617205,0.6879522571702297,0.5209286158348916,0.8619095532129161,0.8499165876142827,0.26891992022523403,0.877633028561032,0.8300269732772395,0.906900067000262
ASIANPAINT,-0.18647884466093245,-0.2465197504762785,-0.15787209230086965,1.0,0.0009706255827002958,-0.16256324626839544,0.4634438298513192,0.6094270895386502,-0.24626266491603527,-0.17803261872421602,-0.2524396814080767,0.24452798529653813,-0.2012122430492135,-0.20012593982978397,-0.06645510486647864,-0.16648395720869977,-0.12808845695884175,-0.08411532370847688,0.29862314231075626,0.38391511712578774,-0.1341356134459764,-0.08313927013669302,0.6097370648344221,-0.21148834206597314,0.4419908719317089,0.1065844166263653,0.460887199858151,-0.060194282784913525,0.5755714263989729,-0.14066942860089085,-0.2123990361320002,-0.2999570220523297,0.33244226620191614,-0.1479441898445513,-0.2396360929093897,-0.2661744491163857,-0.2214555167811041,0.20665509627145462,-0.42678954524423957,-0.030135908728373302,-0.210303635156014,-0.005592685368525476,-0.24749070211274862,-0.3574333204325328,-0.038384118487573914,-0.030904543466858864,0.37094167170485937,-0.09311833952907275,0.017379064834706564,-0.23092146904728902
AXISBANK,0.5370482147197121,0.7702069608401569,0.6073921786517399,0.0009706255827002958,1.0,0.742849691422001,0.3345580156401274,-0.15524950924826458,0.8630114680436075,0.767627353890485,0.6741796150910535,0.7958166476843181,0.6952999626463754,0.7378415362164866,0.6437012415647027,0.8398005857768182,0.848108109216943,0.4531070592083128,0.6346575695904082,0.2583527308869318,0.836953151679815,0.8346635212278638,0.4743299961213247,0.8196406924090632,-0.20532370062711805,0.5402659338539675,0.4640639935529281,0.8111168615538316,0.27550311697272756,0.6532091350511126,0.8222750581850613,0.5965354418542924,0.32696593012073444,0.7691170175890273,0.6639914410503591,0.8205244348952103,0.6498504076605374,0.6008547907020817,0.7726752205300433,0.7407593343072069,0.62085434000687,0.531075651023487,0.5968310346878762,0.7096679237986803,0.5964713596493333,0.6814830653333906,0.002642901574939365,0.7354663141609872,0.8676938536347364,0.67454252720235
BAJAJ-AUTO,0.634550753331499,0.8877179967624231,0.8937532995257986,-0.16256324626839544,0.742849691422001,1.0,0.5163647143841628,-0.3229367487874204,0.8726666242854081,0.9510099135478611,0.9242632690230087,0.8287668825869248,0.951692014449725,0.8960681810297979,0.8344738341352078,0.8476524470762181,0.9023197997657907,0.7519698831343541,0.45388629097481276,0.3839159562842059,0.9312820812427159,0.8687573412579457,0.42400671543971247,0.9202960361470749,-0.34810910601193923,0.7262791198747641,0.5207861029942773,0.8837367037077566,0.17060042012272766,0.7462047167275202,0.893160260669649,0.7936297421997915,0.2961107502986452,0.956263204703824,0.8504366108603955,0.9318575524547431,0.7283594692031438,0.8218330589818943,0.8517529073283509,0.9373933519524693,0.9455713001891608,0.7113795172283761,0.7863091126071757,0.7454958970189611,0.8226054603800897,0.8018322018775748,0.1997104077447448,0.9363827154609684,0.860869140938894,0.8164226906710327
BAJAJFINSV,0.0801126221968504,0.21508548075248585,0.5091495667181797,0.4634438298513192,0.3345580156401274,0.5163647143841628,1.0,0.3854756012262876,0.24828793979332542,0.5179929181074706,0.3237831200171805,0.6093965751861877,0.40670380937495276,0.2294846116612005,0.3769771954855501,0.3542117024369978,0.4335131155763095,0.5676129040280311,0.5797138593197866,0.6983518846978485,0.34449271551526567,0.4471220549167794,0.6436582450825926,0.4891618807668737,-0.1549091786277135,0.594744822116824,0.7051440272709427,0.5855299403464774,0.5337604721358078,0.2780128763094065,0.40005282206650167,0.20155383621161638,0.19849974615223884,0.4597466581521745,0.18256009508606208,0.29713319091268997,0.04237528158189359,0.6890485331130339,0.1266426061774683,0.6183331142860427,0.5185231182146725,0.1930701136083485,0.0880770959774005,0.06639374216951478,0.41661798412392276,0.5648440583068702,0.3572286754939997,0.575921466579318,0.4489046357659561,0.3838620958309845
BAJFINANCE,-0.4373087548192716,-0.4861277803165648,-0.41089176128837096,0.6094270895386502,-0.15524950924826458,-0.3229367487874204,0.3854756012262876,1.0,-0.35326831734588254,-0.2800859122761716,-0.5531931110868751,-0.09978430553838552,-0.41678736677407746,-0.5113414853382531,-0.4362590874267298,-0.30231692444827557,-0.28639722472615436,-0.3455066846515056,0.25085122522487596,0.1541584391299791,-0.37501311855488684,-0.20177465599200073,0.2799554326981179,-0.3025481155145743,0.2907515630587164,-0.22602982832727003,0.20296057763844746,-0.15567041960741365,0.37810312083994263,-0.3256357454619304,-0.25804473607269673,-0.30729597004434245,0.026872087615123805,-0.4001422591022671,-0.5316579330588633,-0.454651083981582,-0.4733314905261744,-0.15412335651275214,-0.5175128093722445,-0.20481770594725202,-0.4183150888286551,-0.4220369832678682,-0.5329799828559244,-0.33686452312940096,-0.4159279783696307,-0.2190300963221343,0.03896306695312447,-0.26796263318436353,-0.26117163632471674,-0.43476573994705836
BEL,0.5976344926985587,0.9003771041460732,0.7521385738847534,-0.24626266491603527,0.8630114680436075,0.8726666242854081,0.24828793979332542,-0.35326831734588254,1.0,0.904269754180781,0.8398312221284946,0.7965703032187755,0.8608338895923137,0.8897248871583371,0.7800237927207369,0.9353745345712253,0.945538797458558,0.5661250850849454,0.5384974378627065,0.3001184469078578,0.9002833073319129,0.9045854616143041,0.3823449350574844,0.908998699348819,-0.41528787938178446,0.618484459196653,0.47603245574906766,0.873037130774089,0.11377316684344868,0.72918769146228,0.9493235102769724,0.7707218663280345,0.15964053054130756,0.905960804004115,0.8506908572894613,0.9578636657433829,0.7234721921207029,0.6824440186629075,0.9253487096526636,0.8418509244303106,0.8045297264243704,0.6036179046753569,0.7611308471293221,0.811677038190557,0.7233807167928437,0.7770037096359016,-0.09315626592985697,0.8632419184620034,0.8947768312653939,0.7510171209608825
BHARTIARTL,0.4822981319322696,0.8199704773749252,0.8655251041850812,-0.17803261872421602,0.767627353890485,0.9510099135478611,0.5179929181074706,-0.2800859122761716,0.904269754180781,1.0,0.849212280380247,0.856598757915464,0.8997165844982092,0.8294304243472997,0.8069015711380525,0.8958394973710562,0.9422735363056381,0.74588944176389,0.5870431584835505,0.49145363372175443,0.8779669853464402,0.9070022380493924,0.4897885077361528,0.9666736260257272,-0.5417832803750185,0.7658127609616023,0.6238805454772713,0.9268153767578133,0.17006239007046936,0.6553018736817962,0.9521570138028597,0.7261387509485162,0.08306508926841097,0.940136116427341,0.7915371237410318,0.9221917729902602,0.5863837999359113,0.8109115916316884,0.8320219870883375,0.9567993572752043,0.9323695970360869,0.5522068713669032,0.662700308301678,0.6735966826492783,0.7665840150010085,0.8962608595084218,-0.009407435447327712,0.9762636778480912,0.8692629570508001,0.8022701206195125
