Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
BPCL,0.7595871081140046,0.9410678490782768,0.8726835386719105,-0.2524396814080767,0.6741796150910535,0.9242632690230087,0.3237831200171805,-0.5531931110868751,0.8398312221284946,0.849212280380247,1.0,0.7229385273895153,0.9309655536022785,0.9610710053277207,0.8714254892664488,0.8006238975175154,0.8454598464269074,0.708192110247032,0.25346797979478525,0.2584400910477704,0.9034932543164943,0.7754890903860582,0.26608664918770186,0.8376099584295195,-0.28062506754862504,0.6668439336676548,0.3571697530906565,0.7737565069617379,0.028322937799118448,0.7676872661451406,0.799557029990487,0.8054268628858747,0.2996355089867575,0.9406555136116939,0.932728117784019,0.9346245934103493,0.8329487788637852,0.763766911530911,0.8982376168730357,0.8347038355621025,0.9090310353726312,0.7930831322574237,0.8972810500054859,0.767670643745938,0.8603503667314552,0.6974714971644527,0.23514920634480216,0.8383125509665607,0.8053000352159128,0.8071652478048816
BRITANNIA,0.44727420290475045,0.7293830687509805,0.7618796921171633,0.24452798529653813,0.7958166476843181,0.8287668825869248,0.6093965751861877,-0.09978430553838552,0.7965703032187755,0.856598757915464,0.7229385273895153,1.0,0.801906008518056,0.7572866326632004,0.7928527813538132,0.7882232342959902,0.8711755811698279,0.6702676348039412,0.6498418396053551,0.5806116002052476,0.8370226493994457,0.8357784094257437,0.7790827113362202,0.8226258071369478,-0.28085456733565417,0.8089771183280836,0.7859894404157872,0.8409136154270399,0.44649284138496836,0.5843673741076183,0.8303135134175958,0.5509233625973485,0.32937487838997376,0.8453961609296242,0.7102571185904292,0.8022943596862335,0.5388300287104161,0.8617555054346338,0.6420530567856527,0.8841880004601301,0.7852001684686705,0.6140768436430383,0.5784350297061273,0.5114803298666811,0.7526016784139931,0.8409767189786501,0.12995886509848706,0.8675089680802404,0.9037613909806396,0.7039427402590346
CIPLA,0.6547694370054832,0.8939696441711733,0.8955055959454995,-0.2012122430492135,0.6952999626463754,0.951692014449725,0.40670380937495276,-0.41678736677407746,0.8608338895923137,0.8997165844982092,0.9309655536022785,0.801906008518056,1.0,0.9068129207531538,0.8767995910569718,0.7858869747723369,0.8698375087196712,0.7692627870828629,0.35531474743165486,0.36324603236274405,0.9165668461448807,0.782665265231485,0.41327882909827135,0.8752183518876937,-0.35030909717164516,0.7566707734736702,0.47380408117577866,0.8065240068726238,0.10919266566394925,0.7358372190365595,0.8565058494729637,0.7411997592701325,0.2792614731994655,0.9223948194805667,0.8840161786763105,0.9228977175743728,0.7552216765754473,0.8175313216558424,0.8464575122828568,0.9077953858300455,0.9342150848829834,0.7541879199952798,0.8119187696560158,0.6980852956632771,0.8607130680903082,0.7912089125701413,0.19303549408605683,0.8967539063736885,0.8533158975750497,0.8391500316465662
COALINDIA,0.7621596921916644,0.9588401223463892,0.8000671157712274,-0.20012593982978397,0.7378415362164866,0.8960681810297979,0.2294846116612005,-0.5113414853382531,0.8897248871583371,0.8294304243472997,0.9610710053277207,0.7572866326632004,0.9068129207531538,1.0,0.8666040293586265,0.8271532292799475,0.863658904535847,0.5988017833872471,0.2666414070628423,0.20102205440710424,0.9298012624715303,0.8140894881481952,0.3123932130230348,0.8088457563649177,-0.1913422531559499,0.6145824615001042,0.36718372548256806,0.7592022670169496,0.07325351847188093,0.7659801748476417,0.815949229181412,0.8304489266043448,0.3665225076178629,0.9258780759497923,0.961233550739585,0.9492457761513892,0.8810091190165285,0.7279512778129272,0.9049110478324536,0.8072176613201432,0.8390630900189218,0.8234755160478102,0.9279766986491369,0.8203652385645169,0.8195958122011846,0.6597765506213461,0.17475587894898753,0.8047742857363258,0.833210413300213,0.7458551079039916
DRREDDY,0.5688550753295282,0.8332518239853485,0.8572177565467874,-0.06645510486647864,0.6437012415647027,0.8344738341352078,0.3769771954855501,-0.4362590874267298,0.7800237927207369,0.8069015711380525,0.8714254892664488,0.7928527813538132,0.8767995910569718,0.8666040293586265,1.0,0.7126117653991091,0.8599526528480718,0.7660183860143424,0.3752000021013021,0.5052613744997722,0.7988831800086043,0.6766917084260289,0.5028090395442983,0.8110257955643366,-0.325339461585683,0.8215543220985179,0.5534795122483149,0.7131510254659621,0.19722743562434317,0.6470024296779816,0.7567646215928812,0.6645421799923553,0.2982928119592443,0.871829442714384,0.9050261171923796,0.8566775179560204,0.7285782413993964,0.8702473503838031,0.7640812073562184,0.8549785073335557,0.8809251776143433,0.752279584692946,0.8106217149081605,0.5465892944468813,0.9064112511634466,0.7836065673580286,0.1719294755554406,0.8287238318672506,0.8347417106163272,0.8206118796503328
EICHERMOT,0.48059615805817063,0.8091431925605871,0.7204222158202189,-0.16648395720869977,0.8398005857768182,0.8476524470762181,0.3542117024369978,-0.30231692444827557,0.9353745345712253,0.8958394973710562,0.8006238975175154,0.7882232342959902,0.7858869747723369,0.8271532292799475,0.7126117653991091,1.0,0.9205843074951612,0.5171006075981608,0.6053432262430083,0.3685140309068231,0.8473018750203507,0.9216140633084903,0.4089356369603289,0.8974914881812669,-0.4551003938050433,0.5775181706527508,0.5447444757982116,0.900316301932768,0.09698918152402082,0.6485908424445483,0.9324235003404737,0.7625024700456133,0.10498553481019117,0.8805307688221015,0.7703437544365169,0.9110303741128192,0.5983262458976661,0.690785760298503,0.8679226005799705,0.819345072536285,0.7775502741152854,0.48871497097572003,0.6755282595073713,0.7633912681769204,0.670131039221203,0.7666450389873344,-0.1123145988021798,0.8647146332789252,0.8443603716387503,0.6635695904186338
GRASIM,0.5074928275039853,0.8594286475832318,0.8073654457618804,-0.12808845695884175,0.848108109216943,0.9023197997657907,0.4335131155763095,-0.28639722472615436,0.945538797458558,0.9422735363056381,0.8454598464269074,0.8711755811698279,0.8698375087196712,0.863658904535847,0.8599526528480718,0.9205843074951612,1.0,0.6661227879363931,0.5890559814171563,0.4705457068872143,0.8838639817914128,0.8992215597878827,0.5134875668285139,0.9559139017022833,-0.4491655031726769,0.7417125315003447,0.6119813055644714,0.9041232193034352,0.19974341048049304,0.6768049411750984,0.9449444463922394,0.7583447781781976,0.18371185219558017,0.9265100698290529,0.8496228139848898,0.9460821658754356,0.6756042712675256,0.8131899732948835,0.8745648958657154,0.9157798238757417,0.8740528737385187,0.6029983091316484,0.736398360294084,0.7196754227943556,0.7959759306399204,0.857916563675776,-0.03324247840984509,0.924735867760816,0.9209979502685648,0.7955647326872286
HCLTECH,0.4408688645773887,0.6288886163486811,0.9126445748345052,-0.08411532370847688,0.4531070592083128,0.7519698831343541,0.5676129040280311,-0.3455066846515056,0.5661250850849454,0.74588944176389,0.708192110247032,0.6702676348039412,0.7692627870828629,0.5988017833872471,0.7660183860143424,0.5171006075981608,0.6661227879363931,1.0,0.44817248544064514,0.6054803355367145,0.6392404362877919,0.5549331718336875,0.43568857119406273,0.7440211813762342,-0.47836839149226623,0.9118857453784425,0.5575282197442144,0.6851424902878577,0.32415733863606755,0.5809595749070825,0.6100783176093911,0.30695468607703613,0.07913373418765461,0.7586759974874352,0.6148101234323806,0.6500005380682091,0.44416126660736166,0.7870222318712706,0.5373729597930113,0.815199630421205,0.8720107185190515,0.5442796171298044,0.48610564786324506,0.2539231267001722,0.8265954227603358,0.8523735255402409,0.3055848748380859,0.7966566381450603,0.7288889492724342,0.8983240415303861
HDFCBANK,0.04573227368375073,0.3160199287725015,0.4292883999013736,0.29862314231075626,0.6346575695904082,0.45388629097481276,0.5797138593197866,0.25085122522487596,0.5384974378627065,0.5870431584835505,0.25346797979478525,0.6498418396053551,0.35531474743165486,0.2666414070628423,0.3752000021013021,0.6053432262430083,0.5890559814171563,0.44817248544064514,1.0,0.6816587768311669,0.4020287763766606,0.6182079803921141,0.6281532860118972,0.617597244166058,-0.4045517614070721,0.5376334994732904,0.7168686775987181,0.7194891821823641,0.537957929156754,0.33849254714306476,0.6225297924983523,0.14532020285216568,-0.02109349242211097,0.5042831391286814,0.19802880304227308,0.4368425898529638,0.030631056877320786,0.5331631968194699,0.3204877022798157,0.6059232400775004,0.43807582693111174,0.030812043570165853,0.061323944167343464,0.19954347006350565,0.3341259074432642,0.6913463914371956,-0.09577124192898168,0.6157998718331973,0.6522751128755833,0.44420189287801054
HDFCLIFE,-0.12985153484457507,0.16977005087356914,0.48368944949026627,0.38391511712578774,0.2583527308869318,0.3839159562842059,0.6983518846978485,0.1541584391299791,0.3001184469078578,0.49145363372175443,0.2584400910477704,0.5806116002052476,0.36324603236274405,0.20102205440710424,0.5052613744997722,0.3685140309068231,0.4705457068872143,0.6054803355367145,0.6816587768311669,1.0,0.22770793067478956,0.33553141621419275,0.7256994690213114,0.4821960725919297,-0.440421083755829,0.7114276057045856,0.8303696707284182,0.4980231040754618,0.5018640628913108,0.17570240173760784,0.42623943506830647,0.07554323130119173,-0.09331140303777485,0.4145099043260335,0.2388374951274409,0.28813908910791836,-0.08434734684907604,0.7444828851037567,0.11354798583750797,0.5863479673794694,0.5160443956008752,0.07226640824209069,0.0619709266898186,-0.1353732199642396,0.4682493053579161,0.688322765123988,0.05108943059345073,0.5865302309986453,0.4760963021296457,0.388382053063683
HEROMOTOCO,0.7228603819141262,0.9271672554172784,0.8130798084505919,-0.1341356134459764,0.836953151679815,0.9312820812427159,0.34449271551526567,-0.37501311855488684,0.9002833073319129,0.8779669853464402,0.9034932543164943,0.8370226493994457,0.9165668461448807,0.9298012624715303,0.7988831800086043,0.8473018750203507,0.8838639817914128,0.6392404362877919,0.4020287763766606,0.22770793067478956,1.0,0.8666087329906587,0.4183236651744805,0.8553309990762552,-0.2066086988322835,0.6629609203127906,0.42871883252801046,0.8238983930239027,0.18506711291352507,0.7706718318139048,0.8662771642746233,0.7593881467509813,0.38346275173422784,0.9131639970389138,0.8634405341511744,0.9388141784069186,0.8277319048885773,0.7328636724577433,0.8659724586725921,0.8520395819200177,0.8320845241850472,0.7773155652448164,0.8286698554229295,0.8064888278881904,0.7969151807093467,0.7331931253767824,0.20030044573471628,0.8424140919102602,0.9017787325646145,0.7897816944440469
HINDALCO,0.5385127277834093,0.8040264353346854,0.7215007819635237,-0.08313927013669302,0.8346635212278638,0.8687573412579457,0.4471220549167794,-0.20177465599200073,0.9045854616143041,0.9070022380493924,0.7754890903860582,0.8357784094257437,0.782665265231485,0.8140894881481952,0.6766917084260289,0.9216140633084903,0.8992215597878827,0.5549331718336875,0.6182079803921141,0.33553141621419275,0.8666087329906587,1.0,0.43434416600391756,0.8737233322851976,-0.35530326084540503,0.5938374366347333,0.5580629755925699,0.9378463040036683,0.22582244145820596,0.6743724983227684,0.9074172994223657,0.7083235127732217,0.18553879736250004,0.8905200223872586,0.7237903318421088,0.8776407116189988,0.6042861090888997,0.6622374746061884,0.809466045410505,0.8387389108143691,0.7779669578032014,0.5210391571968552,0.6384707621914018,0.774772774068913,0.6393247444872309,0.7714676997757501,-0.011418768015879373,0.8711780424794258,0.8530771774072109,0.6788499537336998
HINDUNILVR,-0.02399132308387946,0.23891256968336938,0.38817311016089434,0.6097370648344221,0.4743299961213247,0.42400671543971247,0.6436582450825926,0.2799554326981179,0.3823449350574844,0.4897885077361528,0.26608664918770186,0.7790827113362202,0.41327882909827135,0.3123932130230348,0.5028090395442983,0.4089356369603289,0.5134875668285139,0.43568857119406273,0.6281532860118972,0.7256994690213114,0.4183236651744805,0.43434416600391756,1.0,0.44253921496050164,-0.1392556544205748,0.7002113666818097,0.8607102631258964,0.4917832361694304,0.5757596647076644,0.14653055001397966,0.48834835140676897,0.1432216374121779,0.23218142791125568,0.41818005006724196,0.3009792299619309,0.36976008240024866,0.0867100692275051,0.7365006458602009,0.13546922759067664,0.5943180831424951,0.4106435321907312,0.28525315837966125,0.1374446686534375,-0.006037981001390508,0.48189649279963015,0.6312787411987372,0.0926488120658713,0.5583737891565362,0.5859024184725896,0.3346765289008447
ICICIBANK,0.4963290230604022,0.8319205961236251,0.853108332428153,-0.21148834206597314,0.8196406924090632,0.9202960361470749,0.4891618807668737,-0.3025481155145743,0.908998699348819,0.9666736260257272,0.8376099584295195,0.8226258071369478,0.8752183518876937,0.8088457563649177,0.8110257955643366,0.8974914881812669,0.9559139017022833,0.7440211813762342,0.617597244166058,0.4821960725919297,0.8553309990762552,0.8737233322851976,0.44253921496050164,1.0,-0.559799197729387,0.7528906352932675,0.5884755710458882,0.9216764780528722,0.1700052951970691,0.6891925528306643,0.9354174104653991,0.7039146224929248,0.09532253395005537,0.9295714640409861,0.7886995887806134,0.9260414623446445,0.6118056082897688,0.7937869415026826,0.8668541885159343,0.9338218475420186,0.916250199436999,0.5366597396892323,0.6664116727122396,0.6724812433575389,0.7815045627178948,0.8865077769639172,-0.03034473026233153,0.9477485769721367,0.8852319712858072,0.8457957703603988
INDUSINDBK,0.14129111498615243,-0.19563512343073827,-0.44742545699775993,0.4419908719317089,-0.20532370062711805,-0.34810910601193923,-0.1549091786277135,0.2907515630587164,-0.41528787938178446,-0.5417832803750185,-0.28062506754862504,-0.28085456733565417,-0.35030909717164516,-0.1913422531559499,-0.325339461585683,-0.4551003938050433,-0.4491655031726769,-0.47836839149226623,-0.4045517614070721,-0.440421083755829,-0.2066086988322835,-0.35530326084540503,-0.1392556544205748,-0.559799197729387,1.0,-0.463750061114759,-0.35502622044654303,-0.4744066881687477,0.2048477839689136,-0.015783016492585344,-0.5307393689866777,-0.14643821745805288,0.6375490154227769,-0.38342146044462516,-0.2242506164133955,-0.39073827845497217,0.10934094689154171,-0.3112504999110596,-0.3769491144028221,-0.4565203872021865,-0.5129218549648471,0.189329351493006,-0.007669222760933368,-0.06614583924077463,-0.2891342206850323,-0.6373990352190192,0.5583375751479689,-0.5545163227986419,-0.31675060276799116,-0.45305274323992967
INFY,0.3332415225882299,0.604506540122393,0.8431843255969421,0.1065844166263653,0.5402659338539675,0.7262791198747641,0.594744822116824,-0.22602982832727003,0.618484459196653,0.7658127609616023,0.6668439336676548,0.8089771183280836,0.7566707734736702,0.6145824615001042,0.8215543220985179,0.5775181706527508,0.7417125315003447,0.9118857453784425,0.5376334994732904,0.7114276057045856,0.6629609203127906,0.5938374366347333,0.7002113666818097,0.7528906352932675,-0.463750061114759,1.0,0.7552828501232116,0.6989658583587416,0.4038199321676432,0.49021832720581626,0.676932056430346,0.3102706725570744,0.08461285180293264,0.75032372312401,0.649910442055893,0.6765040933525177,0.4075773196736621,0.8808159799598362,0.5038172969099308,0.8493512086818669,0.8255322449634904,0.5413162279657484,0.4704756541142739,0.2057909586641752,0.8641395931323846,0.9206745431751979,0.19259220092601895,0.8236328581512684,0.7968390075824362,0.8281205428803133
ITC,0.011337919074455804,0.33437198977433563,0.5304592733613418,0.460887199858151,0.4640639935529281,0.5207861029942773,0.7051440272709427,0.20296057763844746,0.47603245574906766,0.6238805454772713,0.3571697530906565,0.7859894404157872,0.47380408117577866,0.36718372548256806,0.5534795122483149,0.5447444757982116,0.6119813055644714,0.5575282197442144,0.7168686775987181,0.8303696707284182,0.42871883252801046,0.5580629755925699,0.8607102631258964,0.5884755710458882,-0.35502622044654303,0.7552828501232116,1.0,0.6254176072898842,0.4942594080958231,0.31221697094783374,0.5599958311604588,0.20560694683888317,0.06485692892706109,0.5575550957248303,0.38980913775107023,0.45430449930233363,0.08241361310631944,0.7855468893636517,0.24196533776885717,0.6849811377607861,0.5622375841286458,0.2737928211206669,0.20347985965756896,0.046823905804474056,0.5630233007863786,0.7562506722177941,0.0869424317242857,0.6705344471464657,0.6322360992736168,0.4210182032033242
JSWSTEEL,0.5006417648818479,0.7677507799535565,0.8001061772877035,-0.060194282784913525,0.8111168615538316,0.8837367037077566,0.5855299403464774,-0.15567041960741365,0.873037130774089,0.9268153767578133,0.7737565069617379,0.8409136154270399,0.8065240068726238,0.7592022670169496,0.7131510254659621,0.900316301932768,0.9041232193034352,0.6851424902878577,0.7194891821823641,0.4980231040754618,0.8238983930239027,0.9378463040036683,0.4917832361694304,0.9216764780528722,-0.4744066881687477,0.6989658583587416,0.6254176072898842,1.0,0.2936143521641353,0.6706960776804801,0.9227543814143303,0.6503201169860873,0.12769311165997219,0.9051880838635096,0.6804280387466691,0.8627540506007727,0.5181131117067197,0.7417673373261207,0.7826611525357817,0.89498242752841,0.8434685238800746,0.4517561697302532,0.5640402585843066,0.6857167314277863,0.6864311241262457,0.8580266287349628,0.02573394576500538,0.9222858491624649,0.8773940650046235,0.7645973765833091
KOTAKBANK,0.1023112588081328,0.10002673913742773,0.23473359973329858,0.5755714263989729,0.27550311697272756,0.17060042012272766,0.5337604721358078,0.37810312083994263,0.11377316684344868,0.17006239007046936,0.028322937799118448,0.44649284138496836,0.10919266566394925,0.07325351847188093,0.19722743562434317,0.09698918152402082,0.19974341048049304,0.32415733863606755,0.537957929156754,0.5018640628913108,0.18506711291352507,0.22582244145820596,0.5757596647076644,0.1700052951970691,0.2048477839689136,0.4038199321676432,0.4942594080958231,0.2936143521641353,1.0,0.2551748169465946,0.1385373130971522,-0.09034413130558695,0.39787347975127885,0.1860220766299399,0.03587294175747478,0.07303820266200917,0.0743785817501743,0.3835026176643992,-0.09503467046905854,0.28480585839282047,0.1412766079576983,0.19935437597837175,-0.015144515020629705,-0.07561960819498335,0.21434910695103682,0.2987843275239113,0.38587830982078763,0.20867767091947664,0.38982707950665785,0.22687650841566553
